"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
546018;2023-09-02;"sábado";"05:20:00";"SC";153;82,7;"IRANI";"Ingestão de álcool pelo condutor";"Colisão lateral sentido oposto";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Simples";"Curva";"Não";2;0;0;0;2;0;0;2;-27,122955;-51,926865;"SPRF-SC";"DEL07-SC";"UOP04-DEL07-SC"
546019;2023-09-01;"sexta-feira";"22:30:00";"MG";381;425;"CAETE";"Demais falhas na via";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";3;0;1;1;0;1;2;2;-19,789917;-43,68234;"SPRF-MG";"DEL01-MG";"UOP01-DEL01-MG"
546021;2023-09-02;"sábado";"06:40:00";"PR";376;366;"ORTIGUEIRA";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Fatais";"Amanhecer";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;1;0;0;1;1;0;3;-24,320283;-50,855138;"SPRF-PR";"DEL07-PR";"UOP02-DEL07-PR"
546022;2023-09-02;"sábado";"07:06:00";"PR";376;679,5;"GUARATUBA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Declive;Curva";"Não";2;0;0;1;0;1;1;2;-25,960387;-48,900125;"SPRF-PR";"DEL01-PR";"UOP04-DEL01-PR"
546028;2023-09-02;"sábado";"06:30:00";"MT";364;402;"CUIABA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;0;1;1;1;1;3;-15,66855019;-55,95476508;"SPRF-MT";"DEL01-MT";"UOP02-DEL01-MT"
546035;2023-07-06;"quinta-feira";"08:35:00";"RS";471;176;"RIO PARDO";"Mal súbito do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Ponte";"Sim";2;0;0;1;0;2;1;3;-29,99835439;-52,36839294;"SPRF-RS";"DEL02-RS";"UOP03-DEL02-RS"
546036;2023-09-02;"sábado";"03:12:00";"MG";381;729,3;"CARMO DA CACHOEIRA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-21,53065495;-45,23082007;"SPRF-MG";"DEL04-MG";"UOP02-DEL04-MG"
546045;2023-09-02;"sábado";"08:20:00";"PR";376;601,7;"CURITIBA";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;1;0;1;1;1;2;-25,537054;-49,31404;"SPRF-PR";"DEL01-PR";"UOP06-DEL01-PR"
546046;2023-09-02;"sábado";"09:00:00";"MG";365;623;"UBERLANDIA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";4;0;1;0;2;1;1;4;-18,9100325;-48,30694985;"SPRF-MG";"DEL15-MG";"UOP01-DEL15-MG"
546050;2023-09-02;"sábado";"05:40:00";"PR";376;247;"APUCARANA";"Transitar na contramão";"Colisão com objeto";"Sem Vítimas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;1;3;0;4;-23,59931375;-51,41027033;"SPRF-PR";"DEL07-PR";"UOP03-DEL07-PR"
546052;2023-09-02;"sábado";"09:40:00";"MG";381;493,9;"BETIM";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Reta";"Não";2;0;1;0;0;1;1;2;-19,96535236;-44,17498469;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
546053;2023-09-02;"sábado";"09:20:00";"BA";324;529;"FEIRA DE SANTANA";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;3;-12,32272991;-38,86892893;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
546058;2023-09-02;"sábado";"09:35:00";"SE";235;27;"AREIA BRANCA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Rotatória";"Não";4;0;3;0;1;0;3;2;-10,798957;-37,272919;"SPRF-SE";"DEL01-SE";"UOP02-DEL01-SE"
546061;2023-09-02;"sábado";"09:00:00";"PR";277;212;"TEIXEIRA SOARES";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Não";6;0;3;1;1;2;4;4;-25,4746837333;-50,3135170998;"SPRF-PR";"DEL08-PR";"UOP02-DEL08-PR"
546066;2023-09-02;"sábado";"10:30:00";"ES";259;39;"COLATINA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;1;1;0;0;0;1;2;-19,55773871;-40,52959898;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
546068;2023-09-02;"sábado";"09:45:00";"PR";163;209,3;"CASCAVEL";"Chuva";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta;Em Obras";"Não";3;0;1;0;1;1;1;3;-24,952593;-53,54008898;"SPRF-PR";"DEL05-PR";"UOP05-DEL05-PR"
546071;2023-09-02;"sábado";"11:00:00";"MT";174;237,5;"JAURU";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Sol";"Simples";"Curva;Aclive";"Não";3;1;0;0;1;1;0;3;-15,54647975;-58,9809823;"SPRF-MT";"DEL04-MT";"UOP01-DEL04-MT"
546078;2023-09-02;"sábado";"12:20:00";"PI";316;291;"PICOS";"Acessar a via sem observar a presença dos outros veículos";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;1;0;0;1;2;0;4;-7,00108408;-41,61168804;"SPRF-PI";"DEL04-PI";"UOP01-DEL04-PI"
546082;2023-09-02;"sábado";"12:10:00";"PR";158;537;"PATO BRANCO";"Velocidade Incompatível";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Rotatória";"Não";3;0;0;1;1;1;1;3;-26,24774787;-52,70513312;"SPRF-PR";"DEL02-PR";"UOP01-DEL02-PR"
546083;2023-09-02;"sábado";"12:50:00";"SC";282;3,8;"FLORIANOPOLIS";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Sim";1;0;1;0;0;0;1;1;-27,600384;-48,599705;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
546092;2023-09-02;"sábado";"13:50:00";"RS";116;484,1;"TURUCU";"Condutor usando celular";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;-31,42291372;-52,17855692;"SPRF-RS";"DEL07-RS";"UOP01-DEL07-RS"
546093;2023-09-02;"sábado";"14:20:00";"DF";60;7;"BRASILIA";"Carga excessiva e/ou mal acondicionada";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;2;0;2;0;2;2;-15,901237;-48,122334;"SPRF-DF";"DEL03-DF";"UOP01-DEL03-DF"
546100;2023-09-02;"sábado";"14:35:00";"PR";376;503,5;"PONTA GROSSA";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta;Aclive";"Não";3;0;1;0;1;1;1;3;-25,1773533;-50,10014073;"SPRF-PR";"DEL03-PR";"UOP04-DEL03-PR"
546114;2023-09-02;"sábado";"15:50:00";"CE";222;301;"TIANGUA";"Falta de acostamento";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Declive";"Não";4;0;0;1;2;2;1;5;-3,66159701;-40,940041;"SPRF-CE";"DEL04-CE";"UOP02-DEL04-CE"
546124;2023-09-02;"sábado";"17:05:00";"MG";40;91,4;"PARACATU";"Problema com o freio";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;0;2;0;2;2;-17,50437166;-46,56757983;"SPRF-MG";"DEL14-MG";"UOP01-DEL14-MG"
546129;2023-09-02;"sábado";"17:30:00";"TO";153;147;"ARAGUAINA";"Acesso irregular";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Rotatória";"Sim";2;0;0;1;0;1;1;2;-7,22175693;-48,24826214;"SPRF-TO";"DEL02-TO";"UOP01-DEL02-TO"
546132;2023-09-02;"sábado";"15:25:00";"SC";101;444,4;"SANTA ROSA DO SUL";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Aclive;Reta";"Não";4;0;2;0;1;1;2;3;-29,13479517;-49,70645294;"SPRF-SC";"DEL02-SC";"UOP02-DEL02-SC"
546156;2023-09-02;"sábado";"19:00:00";"GO";60;165,4;"GOIANIA";"Condutor deixou de manter distância do veículo da frente";"Capotamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";5;0;3;0;1;1;3;3;-16,7002;-49,3335;"SPRF-GO";"DEL01-GO";"UOP02-DEL01-GO"
546157;2023-07-04;"terça-feira";"19:40:00";"BA";101;945;"MUCURI";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Interseção de Vias";"Não";2;0;0;1;0;1;1;2;-18,07406245;-39,88380432;"SPRF-BA";"DEL09-BA";"UOP02-DEL09-BA"
546165;2023-09-02;"sábado";"15:40:00";"PR";277;299;"PRUDENTOPOLIS";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Ponte;Reta";"Não";3;0;1;0;1;4;1;6;-25,293281;-51,132506;"SPRF-PR";"DEL08-PR";"UOP01-DEL08-PR"
546169;2023-09-02;"sábado";"18:40:00";"SC";101;65,8;"ARAQUARI";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Curva";"Não";2;0;1;0;0;1;1;2;-26,47135714;-48,74457217;"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
546174;2023-09-02;"sábado";"18:45:00";"PE";232;410,4;"SERRA TALHADA";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;0;1;2;1;1;4;-7,98261841;-38,30039606;"SPRF-PE";"DEL04-PE";"UOP01-DEL04-PE"
546182;2023-09-02;"sábado";"20:30:00";"MG";262;380,5;"JUATUBA";"Condutor Dormindo";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Curva;Aclive";"Não";2;0;1;0;0;1;1;2;-19,93502678;-44,43497658;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
546185;2023-09-02;"sábado";"19:00:00";"RJ";116;311;"RESENDE";"Demais falhas mecânicas ou elétricas";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-22,46086624;-44,44296321;"SPRF-RJ";"DEL07-RJ";"UOP02-DEL07-RJ"
546198;2023-09-02;"sábado";"21:00:00";"PA";316;65;"CASTANHAL";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;0;1;1;2;1;4;-1,29580361;-47,91084002;"SPRF-PA";"DEL01-PA";"UOP01-DEL01-PA"
546199;2023-09-02;"sábado";"19:20:00";"MG";116;694,6;"MURIAE";"Condutor Dormindo";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;-21,053206;-42,36836908;"SPRF-MG";"DEL07-MG";"UOP02-DEL07-MG"
546209;2023-09-02;"sábado";"22:10:00";"RJ";101;72;"CAMPOS DOS GOYTACAZES";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;1;1;1;1;3;-21,79451;-41,391113;"SPRF-RJ";"DEL08-RJ";"UOP02-DEL08-RJ"
546210;2023-09-02;"sábado";"22:55:00";"PE";316;59;"TRINDADE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;1;1;1;1;3;-7,76160912;-40,26138334;"SPRF-PE";"DEL05-PE";"UOP02-DEL05-PE"
546213;2023-09-02;"sábado";"23:25:00";"RS";290;350,2;"SAO SEPE";"Ingestão de álcool pelo condutor";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";9;1;3;2;2;1;5;4;-30,37133;-53,672554;"SPRF-RS";"DEL09-RS";"UOP02-DEL09-RS"
546221;2023-09-02;"sábado";"19:07:00";"RS";392;348;"SANTA MARIA";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";2;1;0;0;0;1;0;2;-29,75577795;-53,78868163;"SPRF-RS";"DEL09-RS";"UOP01-DEL09-RS"
546232;2023-09-03;"domingo";"00:40:00";"RS";287;271;"SANTA MARIA";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;1;0;1;2;1;4;-29,666797;-54,077318;"SPRF-RS";"DEL09-RS";"UOP01-DEL09-RS"
546233;2023-09-03;"domingo";"01:45:00";"ES";101;71;"SAO MATEUS";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;-18,753513;-39,862598;"SPRF-ES";"DEL04-ES";"UOP02-DEL04-ES"
546241;2023-09-02;"sábado";"17:30:00";"BA";101;467;"URUCUCA";"Curva acentuada";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-14,5055955;-39,3321122;"SPRF-BA";"DEL05-BA";"UOP01-DEL05-BA"
546248;2023-09-03;"domingo";"03:50:00";"BA";101;884;"TEIXEIRA DE FREITAS";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";3;0;1;0;1;1;1;2;-17,59984837;-39,74887848;"SPRF-BA";"DEL09-BA";"UOP02-DEL09-BA"
546251;2023-09-03;"domingo";"03:00:00";"SC";153;11,9;"AGUA DOCE";"Condutor Dormindo";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Reta";"Não";4;0;1;0;2;1;1;3;-26,690132;-51,567135;"SPRF-SC";"DEL07-SC";"UOP07-DEL07-SC"
546252;2023-09-03;"domingo";"00:45:00";"RS";290;143;"ELDORADO DO SUL";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;1;0;0;1;2;0;4;-30,093309;-51,637798;"SPRF-RS";"DEL02-RS";"UOP01-DEL02-RS"
546258;2023-09-03;"domingo";"05:00:00";"RJ";40;109;"DUQUE DE CAXIAS";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;0;1;1;0;1;2;-22,67374628;-43,28638368;"SPRF-RJ";"DEL01-RJ";"UOP01-DEL01-RJ"
546259;2023-09-02;"sábado";"22:12:00";"SC";163;70,5;"SAO MIGUEL DO OESTE";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Curva";"Sim";1;0;1;0;0;0;1;1;-26,73461723;-53,50680015;"SPRF-SC";"DEL07-SC";"UOP03-DEL07-SC"
546263;2023-09-03;"domingo";"04:00:00";"PR";376;126,9;"ALTO PARANA";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;2;0;1;2;2;4;-23,15542233;-52,26667625;"SPRF-PR";"DEL09-PR";"UOP02-DEL09-PR"
546264;2023-09-03;"domingo";"04:50:00";"PR";376;9,1;"MARINGA";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Interseção de Vias";"Sim";2;1;0;0;0;1;0;2;-23,4273;-51,9375;"SPRF-PR";"DEL09-PR";"UOP01-DEL09-PR"
546275;2023-04-17;"segunda-feira";"04:50:00";"RJ";116;124;"MAGE";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;1;0;0;2;0;0;2;-22,64632807;-43,07016895;"SPRF-RJ";"DEL04-RJ";"UOP02-DEL04-RJ"
546279;2023-09-02;"sábado";"03:00:00";"SP";153;151;"PROMISSAO";"Afundamento ou ondulação no pavimento";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-21,42639998;-49,78631982;"SPRF-SP";"DEL07-SP";"UOP01-DEL07-SP"
546281;2023-09-03;"domingo";"05:50:00";"PR";376;166,8;"MARINGA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta;Declive";"Não";5;0;1;0;3;3;1;6;-23,39663206;-52,00514304;"SPRF-PR";"DEL09-PR";"UOP01-DEL09-PR"
546283;2023-09-02;"sábado";"18:00:00";"BA";407;198;"PONTO NOVO";"Ingestão de álcool pelo condutor";"Colisão frontal";"Com Vítimas Fatais";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;1;0;1;1;2;1;4;-11,08746997;-40,07690991;"SPRF-BA";"DEL04-BA";"UOP02-DEL04-BA"
546289;2023-09-03;"domingo";"07:00:00";"MT";163;850,9;"SINOP";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta;Declive";"Não";2;0;0;1;0;1;1;2;-11,72266708;-55,4591217;"SPRF-MT";"DEL06-MT";"UOP02-DEL06-MT"
546290;2023-09-03;"domingo";"02:50:00";"MA";226;306,2;"BARRA DO CORDA";"Condutor deixou de manter distância do veículo da frente";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;1;1;0;3;3;-5,46803891;-45,28368284;"SPRF-MA";"DEL06-MA";"UOP01-DEL06-MA"
546296;2023-09-03;"domingo";"08:11:00";"SC";101;216;"PALHOCA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Retorno Regulamentado;Rotatória;Reta";"Sim";2;0;0;0;2;0;0;2;-27,65981409;-48,67747798;"SPRF-SC";"DEL01-SC";"UOP02-DEL01-SC"
546309;2023-09-03;"domingo";"06:45:00";"MS";163;21;"MUNDO NOVO";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Aclive";"Não";3;0;1;0;1;1;1;3;-23,916308;-54,291191;"SPRF-MS";"DEL09-MS";"UOP02-DEL09-MS"
546319;2023-09-03;"domingo";"10:50:00";"RS";392;264,8;"CACAPAVA DO SUL";"Ausência de reação do condutor";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva;Declive";"Não";2;0;0;0;1;1;0;2;-30,44201571;-53,49405942;"SPRF-RS";"DEL09-RS";"UOP02-DEL09-RS"
546320;2023-09-03;"domingo";"09:40:00";"GO";153;8;"PORANGATU";"Ausência de reação do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Declive;Reta";"Não";2;0;0;0;1;2;0;3;-12,904476;-49,117004;"SPRF-GO";"DEL07-GO";"UOP01-DEL07-GO"
546321;2023-09-03;"domingo";"11:50:00";"TO";153;475;"PARAISO DO TOCANTINS";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;3;0;0;1;3;2;-10,03008813;-48,7933629;"SPRF-TO";"DEL01-TO";"UOP01-DEL01-TO"
546322;2023-09-03;"domingo";"10:05:00";"GO";50;306,2;"CUMARI";"Velocidade Incompatível";"Tombamento";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva;Declive";"Não";2;0;0;0;1;1;0;2;-18,3701;-48,0555;"SPRF-GO";"DEL06-GO";"UOP01-DEL06-GO"
546323;2023-09-03;"domingo";"10:40:00";"RS";285;438,2;"BOZANO";"Velocidade Incompatível";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Declive;Reta";"Não";3;0;1;0;1;1;1;3;-28,344887;-53,720749;"SPRF-RS";"DEL10-RS";"UOP01-DEL10-RS"
546324;2023-04-12;"quarta-feira";"08:30:00";"BA";101;187;"CONCEICAO DA FEIRA";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";5;0;3;0;1;1;3;3;-12,56988374;-38,97579924;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
546327;2023-09-03;"domingo";"11:15:00";"RS";153;46,2;"ERECHIM";"Conversão proibida";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta;Declive";"Sim";4;0;1;0;2;1;1;3;-27,6394671;-52,24218389;"SPRF-RS";"DEL08-RS";"UOP04-DEL08-RS"
546334;2023-09-03;"domingo";"08:55:00";"MT";174;340;"CONQUISTA DOESTE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";5;0;4;0;1;0;4;2;-14,801006;-59,323282;"SPRF-MT";"DEL04-MT";"UOP01-DEL04-MT"
546338;2023-09-03;"domingo";"13:50:00";"SP";116;514;"CAJATI";"Velocidade Incompatível";"Derramamento de carga";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Aclive";"Não";1;0;1;0;0;0;1;1;-24,85874304;-48,21731282;"SPRF-SP";"DEL05-SP";"UOP02-DEL05-SP"
546342;2023-09-03;"domingo";"10:00:00";"MT";364;225,4;"RONDONOPOLIS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Aclive;Reta";"Não";3;0;1;0;1;4;1;6;-16,30709109;-54,75756322;"SPRF-MT";"DEL02-MT";"UOP01-DEL02-MT"
546357;2023-09-02;"sábado";"14:20:00";"MG";251;496,5;"FRANCISCO SA";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-16,59069064;-43,63891253;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
546359;2023-09-03;"domingo";"08:00:00";"MT";163;619;"NOVA MUTUM";"Demais falhas mecânicas ou elétricas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";5;0;2;0;2;3;2;5;-13,74393307;-56,05121575;"SPRF-MT";"DEL01-MT";"UOP01-DEL01-MT"
546364;2023-09-03;"domingo";"08:15:00";"GO";20;41;"FORMOSA";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";4;0;0;1;1;4;1;6;-15,396284;-47,099884;"SPRF-DF";"DEL02-DF";"UOP02-DEL02-DF"
546372;2023-09-03;"domingo";"17:20:00";"ES";101;144,7;"LINHARES";"Ingestão de álcool pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;0;1;1;0;1;2;-19,35897728;-40,06469996;"SPRF-ES";"DEL04-ES";"UOP01-DEL04-ES"
546376;2023-09-03;"domingo";"17:30:00";"MG";381;455,8;"BELO HORIZONTE";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Curva;Declive";"Não";2;0;1;0;1;0;1;2;-19,85777408;-43,90468298;"SPRF-MG";"DEL01-MG";"UOP01-DEL01-MG"
546377;2023-09-03;"domingo";"16:50:00";"RS";386;315,7;"MARQUES DE SOUZA";"Ausência de reação do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";4;0;2;0;1;1;2;3;-29,253725;-52,162212;"SPRF-RS";"DEL04-RS";"UOP01-DEL04-RS"
546385;2023-09-03;"domingo";"15:35:00";"GO";452;175;"ITUMBIARA";"Transitar na contramão";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Declive";"Não";8;0;5;0;2;2;5;6;-18,35117173;-49,38769586;"SPRF-GO";"DEL03-GO";"UOP02-DEL03-GO"
546391;2023-09-03;"domingo";"15:50:00";"RJ";101;22;"CAMPOS DOS GOYTACAZES";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;1;0;0;1;1;-21,40640885;-41,34309769;"SPRF-RJ";"DEL08-RJ";"UOP01-DEL08-RJ"
546394;2023-09-03;"domingo";"17:15:00";"PR";376;10,8;"MARINGA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;1;0;1;2;3;-23,38460721;-51,9037056;"SPRF-PR";"DEL09-PR";"UOP01-DEL09-PR"
